PDB_COMPLEX_ID,ENTRY_ID,ASSEMBLY_ID,BOUND_MOLECULE_TYPE,TOTAL_CHAIN_COUNT
PDB-CPX-117225,6utw,1,short RNA,1
PDB-CPX-117228,6uu5,1,short RNA,1
PDB-CPX-117229,6uu6,1,short RNA,1
PDB-CPX-117230,6uu7,1,short DNA/RNA,1
PDB-CPX-117231,6uu8,1,short RNA,1
PDB-CPX-117243,6v92,1,peptide,4
PDB-CPX-117245,6vaa,1,short DNA,3
PDB-CPX-117248,6vdk,1,short DNA,2
PDB-CPX-117250,6voy,1,short DNA,4
PDB-CPX-117252,6vu3,1,tRNA,2
PDB-CPX-117252,6vu3,1,mRNA,1
PDB-CPX-117253,6vug,1,antibody,2
PDB-CPX-117259,6vyq,1,tRNA,2
PDB-CPX-117260,6vyr,1,tRNA,2
PDB-CPX-117261,6vys,1,tRNA,2
PDB-CPX-117262,6vyt,1,tRNA,2
PDB-CPX-117262,6vyt,1,mRNA,1
PDB-CPX-117263,6vyu,1,tRNA,2
PDB-CPX-117263,6vyu,1,mRNA,2
PDB-CPX-117264,6vyw,1,tRNA,2
PDB-CPX-117264,6vyw,1,mRNA,2
PDB-CPX-117265,6vyx,1,tRNA,2
PDB-CPX-117265,6vyx,1,mRNA,2
PDB-CPX-117266,6vyy,1,tRNA,2
PDB-CPX-117266,6vyy,1,mRNA,2
PDB-CPX-117267,6vyz,1,tRNA,2
PDB-CPX-117267,6vyz,1,mRNA,1
PDB-CPX-117268,6vz2,1,tRNA,2
PDB-CPX-117268,6vz2,1,mRNA,1
PDB-CPX-117269,6vz3,1,tRNA,2
PDB-CPX-117269,6vz3,1,mRNA,2
PDB-CPX-117271,6vz5,1,tRNA,2
PDB-CPX-117271,6vz5,1,mRNA,1
PDB-CPX-117272,6vz7,1,tRNA,2
PDB-CPX-117272,6vz7,1,mRNA,2
PDB-CPX-117273,6vzj,1,tRNA,2
PDB-CPX-117289,6wmu,1,short DNA,2
PDB-CPX-117290,6wox,1,short DNA,1
PDB-CPX-117290,6wox,1,short RNA,1
PDB-CPX-117291,6woy,1,short DNA,1
PDB-CPX-117291,6woy,1,short RNA,1
PDB-CPX-117293,6wpf,1,short DNA,1
PDB-CPX-117294,6wph,1,short DNA,1
PDB-CPX-117295,6wpj,1,short DNA,1
PDB-CPX-117302,6x26,1,short RNA,1
PDB-CPX-117303,6x2f,1,short RNA,1
PDB-CPX-117304,6x2n,1,short RNA,1
PDB-CPX-117305,6x43,1,short RNA,1
PDB-CPX-117306,6x4w,1,short RNA,1
PDB-CPX-117307,6x4y,1,short RNA,1
PDB-CPX-117308,6x50,1,short RNA,1
PDB-CPX-117311,6x67,1,short DNA,2
PDB-CPX-117313,6x6t,1,tRNA,2
PDB-CPX-117314,6x7f,1,tRNA,2
PDB-CPX-117315,6x7k,1,tRNA,2
PDB-CPX-117316,6x9q,1,tRNA,2
PDB-CPX-117318,6xav,1,short RNA,1
PDB-CPX-117319,6xdq,1,tRNA,2
PDB-CPX-117320,6xdr,1,tRNA,2
PDB-CPX-117321,6xgf,1,tRNA,2
PDB-CPX-117323,6xh8,1,short RNA,1
PDB-CPX-117324,6xii,1,tRNA,2
PDB-CPX-117325,6xij,1,tRNA,2
PDB-CPX-117327,6xll,1,short RNA,1
PDB-CPX-117328,6xlm,1,short RNA,1
PDB-CPX-117329,6xln,1,short RNA,1
PDB-CPX-117330,6xnx,1,short DNA,2
PDB-CPX-117331,6xny,1,short DNA,2
PDB-CPX-117338,6ymw,1,short RNA,1
PDB-CPX-117348,6zhe,1,short DNA,1
PDB-CPX-117354,6ztj,1,tRNA,2
PDB-CPX-117355,6ztl,1,tRNA,2
PDB-CPX-117356,6ztm,1,tRNA,2
PDB-CPX-117357,6ztn,1,tRNA,3
PDB-CPX-117358,6zto,1,tRNA,2
PDB-CPX-117359,6ztp,1,tRNA,2
PDB-CPX-117360,6zu1,1,tRNA,2
PDB-CPX-117368,7ae1,1,short RNA,1
PDB-CPX-117369,7ae3,1,short RNA,1
PDB-CPX-117370,7aea,1,short RNA,1
PDB-CPX-117371,7ahx,1,short DNA,1
PDB-CPX-117371,7ahx,2,short DNA,1
PDB-CPX-117374,7aid,1,short DNA,1
PDB-CPX-117374,7aid,2,short DNA,1
PDB-CPX-117375,7aif,1,short DNA,1
PDB-CPX-117375,7aif,2,short DNA,1
PDB-CPX-117376,7aig,1,short DNA,1
PDB-CPX-117376,7aig,2,short DNA,1
PDB-CPX-117377,7aii,1,short DNA,1
PDB-CPX-117377,7aii,2,short DNA,1
PDB-CPX-117378,7aij,1,short DNA,1
PDB-CPX-117378,7aij,2,short DNA,1
PDB-CPX-117379,7aoe,1,short RNA,1
PDB-CPX-117413,7cq4,1,short DNA,2
PDB-CPX-117428,7d58,1,short RNA,1
PDB-CPX-117455,7eh0,1,short DNA,1
PDB-CPX-117455,7eh0,1,short RNA,1
PDB-CPX-117456,7eh1,1,short DNA,1
PDB-CPX-117456,7eh1,1,short RNA,1
PDB-CPX-117457,7eh2,1,short DNA,1
PDB-CPX-117457,7eh2,1,short RNA,1
PDB-CPX-117457,7eh2,2,short DNA,1
PDB-CPX-117457,7eh2,2,short RNA,1
PDB-CPX-117458,7el1,1,short DNA,1
PDB-CPX-117461,7eu0,1,short DNA,1
PDB-CPX-117461,7eu0,1,short RNA,1
PDB-CPX-117466,7fji,1,short RNA,1
PDB-CPX-117467,7fjj,1,short RNA,1
PDB-CPX-117491,7k5x,1,antibody,4
PDB-CPX-117492,7k5y,1,antibody,4
PDB-CPX-117493,7k60,1,antibody,4
PDB-CPX-117494,7k61,1,antibody,4
PDB-CPX-117495,7k63,1,antibody,4
PDB-CPX-117498,7k78,1,antibody,4
PDB-CPX-117503,7kc0,1,short DNA,1
PDB-CPX-117504,7ked,1,short DNA,1
PDB-CPX-117504,7ked,1,short RNA,1
PDB-CPX-117505,7kee,1,short DNA,1
PDB-CPX-117505,7kee,1,short RNA,1
PDB-CPX-117506,7kef,1,short DNA,1
PDB-CPX-117506,7kef,1,short RNA,1
PDB-CPX-117521,7lsy,1,short DNA,3
PDB-CPX-117522,7lt3,1,peptide,2
PDB-CPX-117523,7luf,1,short DNA,1
PDB-CPX-117523,7luf,2,short DNA,1
PDB-CPX-117530,7m8e,1,short RNA,1
PDB-CPX-117534,7mei,1,short RNA,2
PDB-CPX-117537,7mi9,1,short DNA,2
PDB-CPX-117538,7mib,1,short DNA,1
PDB-CPX-117541,7mk9,1,short RNA,1
PDB-CPX-117542,7mka,1,short RNA,1
PDB-CPX-117547,7mkn,1,short RNA,1
PDB-CPX-117548,7mko,1,short RNA,1
PDB-CPX-117553,7ml4,1,short RNA,1
PDB-CPX-117554,7mlb,1,short DNA,1
PDB-CPX-117554,7mlb,1,short RNA,1
PDB-CPX-117555,7mli,1,short DNA,1
PDB-CPX-117555,7mli,1,short RNA,1
PDB-CPX-117556,7mlj,1,short DNA,1
PDB-CPX-117556,7mlj,1,short RNA,1
PDB-CPX-117559,7n4e,1,short RNA,1
PDB-CPX-117563,7nky,1,short RNA,1
PDB-CPX-117568,7nv0,1,short DNA,1
PDB-CPX-117569,7nv1,1,short DNA,1
PDB-CPX-117570,7nvv,1,peptide,2
PDB-CPX-117571,7nvw,1,peptide,2
PDB-CPX-117572,7nvx,1,peptide,2
PDB-CPX-117590,7ot6,1,short DNA,1
PDB-CPX-117590,7ot6,2,short DNA,1
PDB-CPX-117591,7ota,1,short DNA,1
PDB-CPX-117591,7ota,2,short DNA,1
PDB-CPX-117592,7otk,1,short DNA,1
PDB-CPX-117592,7otk,2,short DNA,1
PDB-CPX-117593,7otn,1,short DNA,1
PDB-CPX-117593,7otn,2,short DNA,1
PDB-CPX-117595,7otx,1,short DNA,1
PDB-CPX-117595,7otx,2,short DNA,1
PDB-CPX-117596,7otz,1,short DNA,1
PDB-CPX-117596,7otz,2,short DNA,1
PDB-CPX-117600,7out,1,short DNA,1
PDB-CPX-117600,7out,2,short DNA,1
PDB-CPX-117601,7ox8,1,short DNA,1
PDB-CPX-117602,7ox9,1,short DNA,1
PDB-CPX-117603,7oxq,1,short DNA,1
PDB-CPX-117603,7oxq,2,short DNA,1
PDB-CPX-117604,7oz2,1,short DNA,1
PDB-CPX-117604,7oz2,2,short DNA,1
PDB-CPX-117606,7oz5,1,short DNA,1
PDB-CPX-117606,7oz5,2,short DNA,1
PDB-CPX-117645,7py0,1,short RNA,1
PDB-CPX-117646,7py1,1,short RNA,1
PDB-CPX-117647,7py3,1,short RNA,1
PDB-CPX-117648,7py5,1,short RNA,1
PDB-CPX-117649,7py6,1,short RNA,1
PDB-CPX-117650,7py7,1,short RNA,1
PDB-CPX-117651,7py8,1,short RNA,1
PDB-CPX-117652,7pyj,1,short RNA,1
PDB-CPX-117653,7pyk,1,short RNA,1
PDB-CPX-117654,7q0j,1,short RNA,1
PDB-CPX-117655,7q0k,1,short RNA,1
PDB-CPX-117658,7q5b,1,short DNA,3
PDB-CPX-117662,7qd6,1,short DNA,2
PDB-CPX-117666,7qnz,1,short DNA,2
PDB-CPX-117667,7qo1,1,short DNA,2
PDB-CPX-117668,7qqo,1,short DNA,1
PDB-CPX-117669,7qqp,1,short DNA,1
PDB-CPX-117670,7qqq,1,short DNA,1
PDB-CPX-117671,7qqr,1,short DNA,1
PDB-CPX-117672,7qqs,1,short DNA,1
PDB-CPX-117673,7qqt,1,short DNA,1
PDB-CPX-117674,7qqu,1,short DNA,1
PDB-CPX-117675,7qqv,1,short DNA,1
PDB-CPX-117676,7qqw,1,short DNA,1
PDB-CPX-117677,7qqx,1,short DNA,1
PDB-CPX-117678,7qqz,1,short DNA,1
PDB-CPX-117679,7qr0,1,short DNA,1
PDB-CPX-117680,7qr1,1,short DNA,1
PDB-CPX-117681,7qr5,1,short DNA,1
PDB-CPX-117682,7qr7,1,short DNA,1
PDB-CPX-117683,7qr8,1,short DNA,1
PDB-CPX-117693,7rdq,1,short RNA,1
PDB-CPX-117697,7rim,1,short DNA,1
PDB-CPX-117697,7rim,1,short RNA,1
PDB-CPX-117698,7rip,1,short DNA,1
PDB-CPX-117698,7rip,1,short RNA,1
PDB-CPX-117699,7riq,1,short DNA,1
PDB-CPX-117699,7riq,1,short RNA,1
PDB-CPX-117700,7riw,1,short DNA,1
PDB-CPX-117700,7riw,1,short RNA,1
PDB-CPX-117701,7rix,1,short DNA,1
PDB-CPX-117701,7rix,1,short RNA,1
PDB-CPX-117702,7riy,1,short DNA,1
PDB-CPX-117702,7riy,1,short RNA,1
PDB-CPX-117703,7rpo,1,short DNA,2
PDB-CPX-117704,7rpw,1,short DNA,2
PDB-CPX-117706,7rwi,1,short DNA,1
PDB-CPX-117712,7s4u,1,short DNA,1
PDB-CPX-117714,7s4x,1,short DNA,2
PDB-CPX-117718,7sgz,1,short DNA,1
PDB-CPX-117719,7sh2,1,short DNA,1
PDB-CPX-117722,7ssg,1,short DNA,1
PDB-CPX-117723,7st9,1,short DNA,1
PDB-CPX-117724,7stb,1,short DNA,1
PDB-CPX-117730,7tfh,1,short DNA,2
PDB-CPX-117731,7tfi,1,short DNA,1
PDB-CPX-117732,7tfj,1,short DNA,1
PDB-CPX-117733,7tfk,1,short DNA,2
PDB-CPX-117734,7tfl,1,short DNA,1
PDB-CPX-117735,7tib,1,short DNA,1
PDB-CPX-117736,7tid,1,short DNA,1
PDB-CPX-117744,7u0g,1,antibody,4
PDB-CPX-117745,7u0i,1,antibody,4
PDB-CPX-117746,7u0j,1,antibody,4
PDB-CPX-117747,7u19,1,short DNA,2
PDB-CPX-117748,7u1a,1,short DNA,2
PDB-CPX-117749,7u1p,1,short DNA,2
PDB-CPX-117773,7ubm,1,short RNA,1
PDB-CPX-117774,7ubn,1,short RNA,1
PDB-CPX-117776,7ugw,1,peptide,1
PDB-CPX-117781,7usf,1,short DNA,2
PDB-CPX-117782,7ut1,1,short DNA,8
PDB-CPX-117785,7uwe,1,short RNA,1
PDB-CPX-117797,7v9u,1,short RNA,2
PDB-CPX-117798,7v9x,1,short RNA,2
PDB-CPX-117801,7vdv,1,peptide,2
PDB-CPX-117805,7vpz,1,short RNA,1
PDB-CPX-117830,7x74,1,short RNA,1
PDB-CPX-117847,7xjg,1,short RNA,2
PDB-CPX-117870,7y8r,1,peptide,1
PDB-CPX-117879,7yp9,1,short RNA,1
PDB-CPX-117880,7ypa,1,short RNA,2
PDB-CPX-117881,7ypb,1,short RNA,2
PDB-CPX-117899,7z1l,1,short RNA,1
PDB-CPX-117900,7z1n,1,short RNA,1
PDB-CPX-117901,7z1o,1,short RNA,1
PDB-CPX-117902,7z1z,1,short DNA,4
PDB-CPX-117909,7z2z,1,peptide,1
PDB-CPX-117909,7z2z,1,short RNA,1
PDB-CPX-117916,7z4j,1,short DNA,1
PDB-CPX-117920,7z6o,1,short DNA,1
PDB-CPX-117931,7zo1,1,short DNA,1
PDB-CPX-117944,8a8j,1,short DNA,1
PDB-CPX-117945,8a93,1,short DNA,1
PDB-CPX-117949,8ab0,1,short DNA,1
PDB-CPX-117962,8asc,1,short DNA,4
PDB-CPX-117964,8att,1,short RNA,1
PDB-CPX-117965,8atv,1,short RNA,1
PDB-CPX-117966,8atw,1,short RNA,1
PDB-CPX-117978,8bh3,1,short DNA,1
PDB-CPX-117979,8bhv,1,short DNA,2
PDB-CPX-117980,8bhy,1,short DNA,2
PDB-CPX-117984,8bot,1,short DNA,2
PDB-CPX-117985,8bpr,1,short DNA,1
PDB-CPX-117987,8btg,1,short DNA,1
PDB-CPX-117989,8bws,1,short RNA,1
PDB-CPX-117990,8c5s,1,short RNA,1
PDB-CPX-117991,8c5u,1,short RNA,1
PDB-CPX-118008,8d33,1,short DNA,1
PDB-CPX-118009,8d37,1,short DNA,1
PDB-CPX-118012,8d3p,1,short DNA,1
PDB-CPX-118014,8d3r,1,short DNA,1
PDB-CPX-118015,8d42,1,short DNA,1
PDB-CPX-118021,8df9,1,short DNA,4
PDB-CPX-118024,8dk5,1,antibody,4
PDB-CPX-118026,8dmb,1,short DNA,1
PDB-CPX-118027,8dqw,1,short DNA,1
PDB-CPX-118028,8dr6,1,short DNA,2
PDB-CPX-118029,8dr7,1,short DNA,2
PDB-CPX-118032,8dwj,1,short RNA,1
PDB-CPX-118035,8e14,1,short DNA,4
PDB-CPX-118044,8e82,1,short RNA,1
PDB-CPX-118046,8e95,1,short RNA,1
PDB-CPX-118055,8edg,1,short DNA,2
PDB-CPX-118058,8eg7,1,short RNA,1
PDB-CPX-118059,8eg8,1,short RNA,1
PDB-CPX-118060,8egb,1,short RNA,1
PDB-CPX-118061,8eh8,1,short RNA,1
PDB-CPX-118062,8eh9,1,short RNA,1
PDB-CPX-118063,8eha,1,short RNA,1
PDB-CPX-118064,8ehf,1,short RNA,1
PDB-CPX-118065,8ehi,1,short RNA,1
PDB-CPX-118070,8eos,1,short RNA,1
PDB-CPX-118071,8eot,1,short RNA,1
PDB-CPX-118075,8evg,1,antibody,4
PDB-CPX-118076,8evh,1,antibody,4
PDB-CPX-118077,8evi,1,antibody,4
PDB-CPX-118078,8evj,1,antibody,4
PDB-CPX-118083,8eza,1,peptide,2
PDB-CPX-118089,8fak,1,short DNA,1
PDB-CPX-118111,8fs3,1,short DNA,1
PDB-CPX-118112,8fs4,1,short DNA,2
PDB-CPX-118113,8fs5,1,short DNA,2
PDB-CPX-118114,8fs6,1,short DNA,2
PDB-CPX-118115,8fs7,1,short DNA,2
PDB-CPX-118116,8fs8,1,short DNA,2
PDB-CPX-118118,8fvr,1,short RNA,1
PDB-CPX-118119,8fvw,1,short RNA,1
PDB-CPX-118127,8g5i,1,short DNA,1
PDB-CPX-118128,8g5j,1,short DNA,1
PDB-CPX-118129,8g5k,1,short DNA,1
PDB-CPX-118130,8g5l,1,short DNA,1
PDB-CPX-118131,8g5m,1,short RNA,1
PDB-CPX-118132,8g5n,1,short RNA,1
PDB-CPX-118133,8g5o,1,short RNA,1
PDB-CPX-118134,8g5p,1,short RNA,1
PDB-CPX-118147,8g9n,1,short DNA,1
PDB-CPX-118148,8gao,1,short DNA,1
PDB-CPX-118148,8gao,1,short RNA,1
PDB-CPX-118151,8gh6,1,short DNA,1
PDB-CPX-118153,8gj0,1,short DNA,1
PDB-CPX-118154,8gj1,1,short DNA,1
PDB-CPX-118155,8gj2,1,short DNA,1
PDB-CPX-118156,8gj3,1,short DNA,1
PDB-CPX-118165,8gzg,1,short RNA,1
PDB-CPX-118166,8gzh,1,short RNA,1
PDB-CPX-118208,8j1q,1,antibody,2
PDB-CPX-118209,8j26,1,antibody,2
PDB-CPX-118212,8j8f,1,short DNA,1
PDB-CPX-118213,8j8g,1,short DNA,1
PDB-CPX-118220,8jch,1,short RNA,1
PDB-CPX-118237,8k22,1,short DNA,1
PDB-CPX-118238,8k23,1,short DNA,1
PDB-CPX-118239,8k24,1,short DNA,1
PDB-CPX-118240,8k27,1,short DNA,1
PDB-CPX-118242,8k29,1,short DNA,1
PDB-CPX-118243,8k58,1,short RNA,1
PDB-CPX-118244,8k59,1,short RNA,1
PDB-CPX-118245,8k5a,1,short RNA,1
PDB-CPX-118246,8k5p,1,short RNA,1
PDB-CPX-118248,8k87,1,short DNA/RNA,2
PDB-CPX-118249,8k88,1,short DNA/RNA,1
PDB-CPX-118252,8kah,1,short DNA,1
PDB-CPX-118252,8kah,2,short DNA,1
PDB-CPX-118253,8kak,1,short DNA,1
PDB-CPX-118253,8kak,2,short DNA,1
PDB-CPX-118272,8oj6,1,short DNA,1
PDB-CPX-118278,8oki,1,short RNA,1
PDB-CPX-118280,8olx,1,short DNA,1
PDB-CPX-118281,8om9,1,short DNA,1
PDB-CPX-118282,8oo6,1,short DNA,2
PDB-CPX-118308,8pdy,1,short RNA,1
PDB-CPX-118309,8pen,1,short RNA,1
PDB-CPX-118312,8pfg,1,short RNA,1
PDB-CPX-118313,8pfj,1,short RNA,1
PDB-CPX-118314,8ph9,1,short RNA,1
PDB-CPX-118315,8phk,1,short RNA,1
PDB-CPX-118316,8pib,1,short RNA,1
PDB-CPX-118317,8pid,1,short RNA,1
PDB-CPX-118318,8pil,1,short RNA,1
PDB-CPX-118319,8pim,1,short RNA,1
PDB-CPX-118321,8pj9,1,short DNA,1
PDB-CPX-118334,8q63,1,short RNA,1
PDB-CPX-118335,8qbk,1,short RNA,4
PDB-CPX-118336,8qbl,1,short RNA,6
PDB-CPX-118337,8qbm,1,short RNA,6
PDB-CPX-118344,8que,1,short DNA,2
PDB-CPX-118344,8que,1,short RNA,1
PDB-CPX-118358,8re4,1,short RNA,1
PDB-CPX-118359,8rea,1,short RNA,1
PDB-CPX-118360,8reb,1,short RNA,1
PDB-CPX-118361,8rec,1,short RNA,1
PDB-CPX-118362,8red,1,short RNA,1
PDB-CPX-118363,8ree,1,short RNA,1
PDB-CPX-118390,8sjd,1,short DNA,2
PDB-CPX-118408,8spq,1,short DNA,2
PDB-CPX-118409,8sps,1,antibody,4
PDB-CPX-118410,8spu,1,antibody,4
PDB-CPX-118411,8sqh,1,short DNA,2
PDB-CPX-118414,8srs,1,short DNA,2
PDB-CPX-118417,8sy5,1,short DNA,1
PDB-CPX-118417,8sy5,1,short RNA,1
PDB-CPX-118418,8sy6,1,short DNA,1
PDB-CPX-118418,8sy6,1,short RNA,1
PDB-CPX-118419,8sy7,1,short DNA,1
PDB-CPX-118419,8sy7,1,short RNA,1
PDB-CPX-118420,8syi,1,short RNA,1
PDB-CPX-118421,8syp,1,antibody,4
PDB-CPX-118424,8t02,1,short DNA,1
PDB-CPX-118430,8t7e,1,short DNA,1
PDB-CPX-118433,8t9g,1,peptide,1
PDB-CPX-118463,8tof,1,peptide,2
PDB-CPX-118467,8tug,1,short RNA,1
PDB-CPX-118468,8tvp,1,short RNA,1
PDB-CPX-118469,8tvq,1,short RNA,1
PDB-CPX-118470,8tvs,1,short RNA,1
PDB-CPX-118471,8tvv,1,short RNA,1
PDB-CPX-118472,8tvw,1,short RNA,1
PDB-CPX-118473,8tvx,1,short RNA,1
PDB-CPX-118474,8tvy,1,short RNA,1
PDB-CPX-118480,8u3b,1,short RNA,1
PDB-CPX-118481,8u3k,1,short DNA,2
PDB-CPX-118483,8u8u,1,short RNA,1
PDB-CPX-118484,8u8v,1,short RNA,1
PDB-CPX-118486,8udk,1,short DNA,3
PDB-CPX-118487,8uh7,1,short DNA,1
PDB-CPX-118488,8ukq,1,short DNA,1
PDB-CPX-118488,8ukq,1,short RNA,1
PDB-CPX-118489,8ukr,1,short DNA,1
PDB-CPX-118489,8ukr,1,short RNA,1
PDB-CPX-118490,8uks,1,short DNA,1
PDB-CPX-118490,8uks,1,short RNA,1
PDB-CPX-118491,8ukt,1,short DNA,1
PDB-CPX-118491,8ukt,1,short RNA,1
PDB-CPX-118492,8uku,1,short DNA,1
PDB-CPX-118492,8uku,1,short RNA,1
PDB-CPX-118496,8umv,1,short DNA,1
PDB-CPX-118497,8umw,1,short DNA,1
PDB-CPX-118498,8umy,1,short DNA,1
PDB-CPX-118499,8un0,1,short DNA,1
PDB-CPX-118505,8urw,1,short RNA,1
PDB-CPX-118516,8v54,1,short DNA,1
PDB-CPX-118517,8v55,1,short DNA,1
PDB-CPX-118521,8val,1,short DNA,1
PDB-CPX-118522,8vaq,1,short DNA,1
PDB-CPX-118523,8var,1,short DNA,1
PDB-CPX-118524,8vas,1,short DNA,1
PDB-CPX-118525,8vat,1,short RNA,1
PDB-CPX-118539,8vfx,1,antibody,4
PDB-CPX-118545,8vkv,1,tRNA,2
PDB-CPX-118546,8vl1,1,tRNA,2
PDB-CPX-118548,8vnv,1,short DNA,1
PDB-CPX-118551,8voo,1,tRNA,2
PDB-CPX-118552,8vop,1,tRNA,2
PDB-CPX-118553,8voq,1,tRNA,2
PDB-CPX-118554,8vor,1,tRNA,2
PDB-CPX-118555,8vos,1,tRNA,2
PDB-CPX-118569,8w2r,1,short DNA,2
PDB-CPX-118573,8w8n,1,short DNA,1
PDB-CPX-118573,8w8n,1,short RNA,1
PDB-CPX-118574,8w8o,1,short DNA,1
PDB-CPX-118574,8w8o,1,short RNA,1
PDB-CPX-118575,8w8p,1,short DNA,1
PDB-CPX-118575,8w8p,1,short RNA,1
PDB-CPX-118576,8w9d,1,peptide,1
PDB-CPX-118601,8wus,1,short DNA,1
PDB-CPX-118602,8wuu,1,short DNA,1
PDB-CPX-118603,8wuv,1,short DNA,1
PDB-CPX-118634,8xmb,1,short DNA,1
PDB-CPX-118634,8xmb,1,short RNA,1
PDB-CPX-118635,8xmc,1,short DNA,1
PDB-CPX-118635,8xmc,1,short RNA,1
PDB-CPX-118636,8xmd,1,short DNA,1
PDB-CPX-118636,8xmd,1,short RNA,1
PDB-CPX-118637,8xme,1,short RNA,1
PDB-CPX-118641,8xrj,1,short RNA,1
PDB-CPX-118642,8xrm,1,short RNA,1
PDB-CPX-118643,8xso,1,short RNA,1
PDB-CPX-118644,8xvs,1,short RNA,1
PDB-CPX-118653,8y5k,1,tRNA,2
PDB-CPX-118653,8y5k,1,mRNA,1
PDB-CPX-118653,8y5k,1,peptide,1
PDB-CPX-118654,8y5l,1,tRNA,3
PDB-CPX-118654,8y5l,1,peptide,1
PDB-CPX-118655,8y5m,1,tRNA,2
PDB-CPX-118655,8y5m,1,peptide,1
PDB-CPX-118656,8y5n,1,tRNA,2
PDB-CPX-118656,8y5n,1,peptide,1
PDB-CPX-118657,8y5o,1,tRNA,2
PDB-CPX-118657,8y5o,1,peptide,1
PDB-CPX-118658,8y5p,1,tRNA,1
PDB-CPX-118658,8y5p,1,peptide,1
PDB-CPX-118659,8y5q,1,tRNA,1
PDB-CPX-118660,8y5r,1,tRNA,2
PDB-CPX-118661,8y5s,1,tRNA,2
PDB-CPX-118662,8y5t,1,tRNA,2
PDB-CPX-118668,8yde,1,tRNA,3
PDB-CPX-118668,8yde,1,peptide,1
PDB-CPX-118669,8ydf,1,tRNA,3
PDB-CPX-118669,8ydf,1,peptide,1
PDB-CPX-118670,8ydg,1,tRNA,2
PDB-CPX-118670,8ydg,1,peptide,1
PDB-CPX-118671,8ydh,1,tRNA,3
PDB-CPX-118671,8ydh,1,peptide,1
PDB-CPX-118672,8ydi,1,tRNA,3
PDB-CPX-118672,8ydi,1,peptide,1
PDB-CPX-118673,8ydj,1,tRNA,2
PDB-CPX-118673,8ydj,1,peptide,1
PDB-CPX-118674,8ygj,1,short DNA,1
PDB-CPX-118675,8yjl,1,short DNA,3
PDB-CPX-118676,8yjq,1,short DNA,3
PDB-CPX-118677,8yjr,1,short DNA,3
PDB-CPX-118678,8yjs,1,short DNA,3
PDB-CPX-118679,8yju,1,short DNA,3
PDB-CPX-118680,8yjv,1,short DNA,3
PDB-CPX-118681,8yjw,1,short DNA,3
PDB-CPX-118682,8yjz,1,short DNA,2
PDB-CPX-118685,8yny,1,short DNA,1
PDB-CPX-118687,8yrs,1,short DNA,2
PDB-CPX-118691,8ywi,1,short DNA,1
PDB-CPX-118692,8ywm,1,short DNA,1
PDB-CPX-118706,9au5,1,short DNA,1
PDB-CPX-118707,9au8,1,short DNA,1
PDB-CPX-118708,9au9,1,short DNA,1
PDB-CPX-118720,9bdc,1,short RNA,1
PDB-CPX-118721,9bdd,1,short RNA,1
PDB-CPX-118723,9bgk,1,short DNA,3
PDB-CPX-118731,9c51,1,short DNA,2
PDB-CPX-118732,9c52,1,short DNA,2
PDB-CPX-118733,9c53,1,short DNA,2
PDB-CPX-118735,9c9m,1,short DNA,2
PDB-CPX-118739,9c9w,1,short DNA,2
PDB-CPX-118746,9cay,1,short DNA,1
PDB-CPX-118747,9cb5,1,antibody,2
PDB-CPX-118747,9cb5,2,antibody,2
PDB-CPX-118762,9d2i,1,short DNA,2
PDB-CPX-118763,9d3k,1,peptide,2
PDB-CPX-118764,9d3l,1,peptide,2
PDB-CPX-118765,9d3m,1,peptide,2
PDB-CPX-118775,9des,1,short DNA,1
PDB-CPX-118776,9dg1,1,short DNA,1
PDB-CPX-118779,9dgy,1,short DNA,1
PDB-CPX-118780,9dm9,1,short DNA,1
PDB-CPX-118781,9dr1,1,short RNA,1
PDB-CPX-118790,9dwl,1,short DNA,1
PDB-CPX-118791,9dwm,1,short DNA,1
PDB-CPX-118804,9e2w,1,short DNA,1
PDB-CPX-118805,9e2x,1,short DNA,1
PDB-CPX-118806,9e2y,1,short DNA,1
PDB-CPX-118807,9e2z,1,short DNA,1
PDB-CPX-118811,9ed9,1,short DNA,1
PDB-CPX-118812,9eda,1,short DNA,1
PDB-CPX-118813,9ehz,1,short RNA,1
PDB-CPX-118814,9ei1,1,short RNA,1
PDB-CPX-118815,9ei3,1,short RNA,1
PDB-CPX-118816,9ei4,1,short RNA,1
PDB-CPX-118821,9eo1,1,short DNA,2
PDB-CPX-118822,9eoa,1,short DNA,1
PDB-CPX-118825,9ezy,1,short DNA,1
PDB-CPX-118826,9f0o,1,peptide,2
PDB-CPX-118833,9f6d,1,short DNA,1
PDB-CPX-118834,9f6e,1,short DNA,1
PDB-CPX-118835,9f6f,1,short DNA,1
PDB-CPX-118844,9g1v,1,short RNA,1
PDB-CPX-118845,9g1x,1,short RNA,1
PDB-CPX-118846,9g23,1,short RNA,1
PDB-CPX-118847,9g24,1,short RNA,1
PDB-CPX-118848,9g26,1,short RNA,1
PDB-CPX-118849,9g27,1,short RNA,1
PDB-CPX-118850,9g29,1,short RNA,1
PDB-CPX-118851,9g2b,1,short RNA,1
PDB-CPX-118852,9g2c,1,short RNA,1
PDB-CPX-118853,9g74,1,short DNA,1
PDB-CPX-118854,9g75,1,short DNA,1
PDB-CPX-118855,9g77,1,short DNA,1
PDB-CPX-118879,9ggb,1,short DNA,1
PDB-CPX-118880,9ggc,1,short DNA,1
PDB-CPX-118881,9ggd,1,short DNA,1
